"orf19"	"feature"	"common"	"description"	"plate"	"position"	"A_Temp1_UP"	"A_Temp1_DN"	"B_Temp1_UP"	"B_Temp1_DN"	"C_Temp1_UP"	"C_Temp1_DN"	"A_Temp2_UP"	"A_Temp2_DN"	"B_Temp2_UP"	"B_Temp2_DN"	"C_Temp2_UP"	"C_Temp2_DN"	"A_Temp1_DOX_UP"	"A_Temp1_DOX_DN"	"B_Temp1_DOX_UP"	"B_Temp1_DOX_DN"	"C_Temp1_DOX_UP"	"C_Temp1_DOX_DN"	"A_Temp2_DOX_UP"	"A_Temp2_DOX_DN"	"B_Temp2_DOX_UP"	"B_Temp2_DOX_DN"	"C_Temp2_DOX_UP"	"C_Temp2_DOX_DN"	"A_YNB1_UP"	"A_YNB1_DN"	"B_YNB1_UP"	"B_YNB1_DN"	"C_YNB1_UP"	"C_YNB1_DN"	"A_YNB1_DOX_UP"	"A_YNB1_DOX_DN"	"B_YNB1_DOX_UP"	"B_YNB1_DOX_DN"	"C_YNB1_DOX_UP"	"C_YNB1_DOX_DN"	"A_YNB2_UP"	"A_YNB2_DN"	"B_YNB2_UP"	"B_YNB2_DN"	"C_YNB2_UP"	"C_YNB2_DN"	"A_YNB2_DOX_UP"	"A_YNB2_DOX_DN"	"B_YNB2_DOX_UP"	"B_YNB2_DOX_DN"	"C_YNB2_DOX_UP"	"C_YNB2_DOX_DN"	"A_YNB3_UP"	"A_YNB3_DN"	"B_YNB3_UP"	"B_YNB3_DN"	"C_YNB3_UP"	"C_YNB3_DN"	"A_YNB3_DOX_UP"	"A_YNB3_DOX_DN"	"B_YNB3_DOX_UP"	"B_YNB3_DOX_DN"	"C_YNB3_DOX_UP"	"C_YNB3_DOX_DN"	"A_YNB4_UP"	"A_YNB4_DN"	"B_YNB4_UP"	"B_YNB4_DN"	"C_YNB4_UP"	"C_YNB4_DN"	"A_YNB4_DOX_UP"	"A_YNB4_DOX_DN"	"B_YNB4_DOX_UP"	"B_YNB4_DOX_DN"	"C_YNB4_DOX_UP"	"C_YNB4_DOX_DN"	"A_YNB5_UP"	"A_YNB5_DN"	"B_YNB5_UP"	"B_YNB5_DN"	"C_YNB5_UP"	"C_YNB5_DN"	"A_YNB5_DOX_UP"	"A_YNB5_DOX_DN"	"B_YNB5_DOX_UP"	"B_YNB5_DOX_DN"	"C_YNB5_DOX_UP"	"C_YNB5_DOX_DN"
"orf19.7068"	"C7_00510W_A"	"MAC1"	"Copper fist transcription factor; regulator of CTR1 copper transporter; induces CTR1 in low-copper conditions; required for copper regulation of SOD1 and SOD3; Spider biofilm induced"	"GELCPlate 06"	"D10"	660	1112	338	372	416	498	130	269	277	433	339	336	475	565	566	1115	396	663	405	671	382	598	398	692	421	322	1280	773	451	414	406	402	797	598	520	567	445	436	277	421	282	311	412	336	343	327	514	624	345	469	269	274	259	463	535	821	567	830	333	532	335	447	798	790	321	376	339	451	423	693	426	629	414	613	934	986	331	501	538	540	485	532	564	732
"orf19.7065"	"C7_00530C_A"	"PSF3"	"Putative GINS complex subunit; cell-cycle regulated periodic mRNA expression; Spider biofilm induced"	"GELCPlate 01"	"G12"	1294	0	1139	0	1361	0	436	0	479	0	782	0	597	0	832	0	716	0	529	0	302	0	403	0	1073	0	1266	0	1508	0	1989	0	2241	0	2132	0	1232	0	795	0	1228	0	1014	0	976	0	851	0	732	0	1679	0	798	0	1320	0	1561	0	1050	0	1428	0	1161	0	767	0	811	0	797	0	1325	0	1602	0	1593	0	1352	0	1227	0	1371	0	1682	0
"orf19.7061"	"C7_00580C_A"	"YFH7"	"Ortholog(s) have ATPase activity"	"Plate 22"	"H09"	1306	1463	1371	1283	1912	1700	697	875	1035	1353	1009	946	1887	1606	1640	2423	1332	1583	1319	1337	1399	1420	781	942	1393	898	1404	772	2010	1227	1879	1211	1827	1046	1891	1323	1187	825	1138	1196	1490	1146	2230	1564	1466	1007	1515	1565	902	787	1232	1034	757	760	1434	1358	1581	1412	1203	1209	1383	1240	1688	1330	1164	988	1234	1219	1391	1314	1632	1653	2473	2329	1918	1580	1977	1722	1947	1539	2067	1576	1535	1749
"orf19.7059"	"C7_00600C_A"	"SWT1"	"Ortholog(s) have endoribonuclease activity, role in nuclear mRNA surveillance of mRNP export, transcription, DNA-templated and cytoplasm, nucleus localization"	"GELCPlate 06"	"D11"	731	158	240	71	325	85	262	149	119	44	652	167	459	85	559	177	761	248	415	189	203	69	723	249	748	166	401	43	1033	173	765	66	598	115	588	144	342	80	1032	402	261	78	357	86	679	156	763	334	419	159	464	203	415	183	796	290	421	172	479	200	308	116	417	73	336	110	841	136	754	306	739	286	726	171	377	109	802	275	785	161	662	239	634	307
"orf19.7056"	"C7_00630C_A"	""	"Putative protein of unknown function; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis; regulated by Sef1, Sfu1, and Hap43"	"Plate 25"	"A10"	1535	1288	1085	725	1130	797	788	712	889	794	891	670	1102	761	461	481	557	537	774	568	900	686	895	707	926	492	1144	452	733	445	1238	725	1806	790	1855	1041	512	304	662	509	950	552	1306	720	918	433	1558	1069	809	580	748	480	724	542	1047	674	923	562	947	708	592	468	757	497	513	373	714	613	1143	1002	1191	1040	1029	846	1722	1148	873	663	1481	694	1444	897	1191	957
"orf19.7053"	"C7_00660W_A"	"GAC1"	"Putative regulatory subunit of ser/thr phosphoprotein phosphatase 1; fluconazole-induced; caspofungin repressed; transcript induced by Mnl1 under weak acid stress; regulated by Nrg1, Tup1; Spider and flow model biofilm induced"	"GELCPlate 07"	"C04"	0	1471	0	1114	0	2062	0	913	0	990	0	923	0	1128	0	1597	0	1500	0	507	0	760	0	786	0	786	0	469	0	550	0	1131	0	1285	0	1379	0	648	0	1091	0	1047	0	1069	0	851	0	2246	0	1062	0	1085	0	1005	0	1273	0	1472	0	1001	0	662	0	443	0	436	0	1079	0	1521	0	1508	0	1301	0	814	0	889	0	958	0	1863	0	1370
"orf19.7048.1"	"C7_00710W_A"	"RPS28B"	"Putative ribosomal protein S28B"	"GELCPlate 09"	"H09"	555	343	1285	746	1327	654	805	547	520	366	552	197	0	0	1	0	1	1	1	0	0	0	4	0	420	144	359	118	577	262	1	0	0	0	10	0	748	269	309	199	1054	469	2	0	0	0	0	0	555	215	950	422	537	386	1	0	1	0	1	2	644	353	506	265	1401	698	0	0	0	0	0	0	766	461	675	409	739	448	5	3	0	0	0	3
"orf19.7046"	"C7_00730W_A"	"MET28"	"Predicted bZIP domain-containing transcription factor; protein induced during the mating process; possibly essential, disruptants not obtained by UAU1 method; Hap43-repressed; rat catheter biofilm induced"	"GELCPlate 02"	"G02"	226	366	837	1211	928	1381	358	1011	892	1631	590	815	5	2	0	0	0	0	0	1	0	0	2	0	1021	857	638	422	976	771	12	8	2	0	3	5	825	897	781	1176	440	553	0	1	6	2	3	3	591	714	861	1093	454	1008	0	3	0	5	5	2	1101	1637	591	658	688	1000	1	4	0	1	2	2	1048	1503	834	1166	701	987	3	6	10	21	3	10
"orf19.7044"	"C7_00740W_A"	"RIM15"	"Ortholog(s) have signal transducer, downstream of receptor, with serine/threonine kinase activity"	"GELCPlate 03"	"F08"	780	25	339	17	1024	33	629	53	353	21	1074	36	302	8	667	31	616	15	676	28	341	9	483	24	641	19	426	4	465	11	1260	14	1193	46	603	19	732	18	508	31	474	13	931	19	1020	15	550	35	544	27	881	24	495	29	1395	88	1167	72	528	16	686	17	1008	20	773	26	888	13	1085	52	600	39	524	10	629	28	679	17	916	24	1331	39	806	58
"orf19.7038"	"C7_00790W_A"	"MVP1"	"Ortholog(s) have phosphatidylinositol-3-phosphate binding activity, role in plasma membrane tubulation, protein targeting to vacuole, retrograde transport, endosome to Golgi and endosome, nucleus localization"	"Plate 05"	"B08"	35	32	63	30	101	64	93	92	78	77	37	22	116	80	70	78	50	66	131	119	33	43	115	139	161	53	168	29	155	79	245	44	186	135	256	128	159	109	233	213	106	86	284	88	204	130	242	193	162	101	236	141	114	134	238	177	256	281	154	147	101	74	169	106	234	230	162	62	187	171	252	180	142	121	252	195	318	206	231	147	281	190	287	260
"orf19.7036"	"C7_00810W_A"	"WHI2"	"Ortholog(s) have phosphatase activator activity, role in actin filament organization, autophagy of mitochondrion, endocytosis, regulation of growth, response to heat, response to salt stress and cell periphery localization"	"GELCPlate 06"	"D12"	0	620	0	1500	0	1011	0	748	1	2101	1	604	1	1127	0	1604	0	943	0	1036	0	323	0	998	0	647	0	330	0	511	1	538	0	735	1	1256	1	700	1	679	0	719	0	829	0	547	0	997	0	894	0	528	0	717	0	833	0	1027	0	669	0	689	0	534	1	793	0	1161	0	810	0	1186	0	1038	0	959	0	1113	0	701	0	832	0	976
"orf19.7033"	"C7_00840C_A"	"PPS1"	"Putative dual specificity protein phosphatase, similar to S. cerevisiae Pps1p"	"Plate 12"	"G09"	0	1161	0	885	0	953	0	444	0	251	0	602	0	1461	0	1744	0	2017	0	983	0	828	0	1342	0	705	0	576	0	697	0	1707	0	1388	0	1126	0	425	0	912	0	447	0	1149	0	1348	0	1638	0	716	0	686	0	512	0	1548	0	1999	0	1346	0	867	0	454	0	676	0	1742	0	1528	0	1951	0	1131	0	990	0	941	0	979	0	1613	0	1465
"orf19.7030"	"C7_00860W_A"	"CCW14"	"Beta-glucan associated ser/thr rich cell-wall protein with a role in cell wall structure; GPI anchor; highly mutable due to internal Ser-Ala tandem repeats; detected at germ tube plasma membrane; repressed in cells treated with Congo Red;"	"GELCPlate 04"	"A11"	0	1145	0	1222	0	1400	0	789	0	749	0	990	0	1459	0	1657	0	1701	0	1740	0	699	0	1355	0	599	0	693	0	847	0	1250	0	1116	0	1234	0	616	0	1093	0	592	0	1018	0	825	0	1037	0	873	0	562	0	1052	0	852	0	1199	0	822	0	803	0	556	0	734	0	938	0	878	0	924	0	1684	0	1165	0	952	0	798	0	1199	0	1483
"orf19.7018"	"C7_00960W_A"	"RPS18B"	"Predicted ribosomal protein; repressed upon phagocytosis by murine macrophage; repressed by nitric oxide; Hap43-induced; Spider biofilm repressed"	"GELCPlate 09"	"H10"	315	369	516	493	911	888	386	683	581	880	552	618	0	1	0	0	0	0	0	0	0	0	2	1	531	441	892	488	648	537	0	4	0	1	1	1	393	294	690	694	487	413	0	0	0	0	1	0	786	727	676	667	467	617	0	3	1	0	4	0	612	495	763	650	1288	1385	0	1	0	2	0	3	735	896	440	500	615	805	3	1	0	0	2	0
"orf19.7017"	"C7_00970C_A"	"YOX1"	"Putative homeodomain-containing transcription factor; transcriptional repressor; periodic mRNA expression, peak at cell-cycle G1/S phase"	"Plate 03"	"E07"	777	1620	609	1114	426	845	338	987	255	589	339	574	1013	1962	418	1185	1367	2713	647	1258	565	1188	747	1809	626	789	862	713	694	786	664	822	806	925	695	956	600	837	480	901	393	562	590	779	641	830	590	946	510	757	658	971	392	948	624	1027	738	1183	530	1126	577	859	450	656	371	698	826	1656	420	967	718	1474	724	1220	533	871	977	1830	663	834	913	1474	606	1071
"orf19.7016"	"C7_00980W_A"	"PPN1"	"Ortholog(s) have endopolyphosphatase activity, exopolyphosphatase activity, role in polyphosphate catabolic process and cytosol, fungal-type vacuole membrane, nucleus localization"	"Plate 06"	"E12"	2244	3138	1166	1400	1951	2221	385	825	598	1006	628	560	1571	1763	1284	2410	1541	2210	1228	1551	1054	1214	1070	1432	1569	973	956	609	1309	1010	1362	979	1961	1298	1744	1364	1114	863	990	1366	932	868	1594	1198	1151	820	1216	1310	812	797	880	794	1114	1739	1177	1190	1393	1560	1161	1559	1010	1031	1313	1092	1244	1352	1675	1799	1438	1805	1315	1746	2369	2565	1799	1707	1631	1825	1464	1232	1656	1674	1378	1634
"orf19.7011"	"C7_01030C_A"	"RRP12"	"Ortholog(s) have mRNA binding activity and 90S preribosome, cytoplasm, nucleolus localization"	"Plate 07"	"C01"	1	1779	3	2220	0	2274	3	1557	2	1330	1	905	0	18	0	3	0	13	0	7	0	9	0	5	0	1157	1	685	1	1100	0	15	0	22	0	10	2	802	0	766	0	804	0	9	1	8	0	12	3	1430	2	1013	2	1911	0	15	0	16	0	11	2	1120	2	1204	1	594	0	17	0	18	0	11	2	1746	1	1275	0	1512	0	19	0	17	0	25
"orf19.7010"	"C7_01040C_A"	"YIL001W"	"Ortholog(s) have cytoplasm, ubiquitin ligase complex localization"	"Plate 17"	"H04"	2279	2842	3024	2906	2273	2276	1504	2084	1241	1829	1890	1732	2780	2573	2211	3417	2061	2638	1798	2000	829	936	1395	1657	1863	1287	1987	1079	1778	1418	1950	1548	2894	2069	2037	1674	1618	1213	1322	1466	800	708	1808	1489	1849	1361	2462	2627	1665	1736	1931	1753	1292	1554	1718	1824	1838	1951	1332	1501	1157	1139	1904	1606	966	1098	2153	2253	1653	2035	2087	2467	2381	2351	2352	2209	2034	2108	2311	1707	2962	2649	2125	2290
"orf19.6898"	"C7_01150W_A"	""	"Protein similar to S. pombe SPBC1709.16c a predicted aromatic ring-opening dioxygenase; induced by benomyl treatment or in azole-resistant strain that overexpresses MDR1; Spider biofilm induced"	"Plate 23"	"A05"	0	1476	0	1043	0	1282	0	1423	0	790	0	958	0	2208	0	3158	0	1835	0	1266	0	1599	0	2510	0	807	0	1102	0	859	0	1483	0	1353	0	978	0	900	0	1156	0	1689	0	1377	0	988	0	1605	0	958	0	949	0	871	0	2053	0	1545	0	1680	0	1013	0	1159	0	1013	0	1280	0	1283	0	1443	0	1812	0	1750	0	2197	0	1050	0	1834	0	1715
"orf19.6899"	"C7_01170C_A"	""	"Putative oxidoreductase; mutation confers hypersensitivity to toxic ergosterol analog; rat catheter and Spider biofilm induced"	"Plate 13"	"E10"	665	719	2478	2339	1750	1638	715	883	1105	1662	738	627	1812	1605	1161	1944	1361	1605	1879	1966	917	1090	1039	1067	1294	831	1389	611	929	686	1472	1117	2097	1254	1537	1085	1567	982	993	1022	1349	1082	1202	894	1231	856	1170	1190	1318	1113	984	795	932	1030	1318	1207	1119	984	1485	1596	1090	885	1325	1085	731	613	1177	1249	1222	1225	1428	1484	1685	1424	1624	1529	1306	1377	1429	920	1649	1470	1514	1579
"orf19.6900"	"C7_01180W_A"	"MDM12"	"Ortholog(s) have role in aminophospholipid transport, establishment or maintenance of cell polarity, mitochondrial outer membrane translocase complex assembly and mitochondrion inheritance, more"	"Plate 18"	"A05"	1257	1607	1660	2059	1928	2121	493	1021	978	1404	1163	1199	188	258	95	213	107	148	211	232	102	181	135	158	1295	1095	1799	1101	1479	1090	466	403	355	213	501	390	1226	1016	898	1347	1228	1289	440	477	336	225	490	606	940	1100	1355	1473	730	1176	299	347	342	388	196	275	909	1029	1040	943	1195	1212	295	378	247	417	516	596	1518	2073	1315	1568	1345	1599	428	370	476	501	395	410
"orf19.6901"	"C7_01190W_A"	"DCS1"	"Ortholog(s) have RNA 7-methylguanosine cap binding, exoribonuclease activator activity, m7G(5')pppN diphosphatase activity"	"Plate 07"	"A10"	2531	0	1963	0	2129	0	1271	0	1453	0	781	0	2371	0	3064	0	2155	0	2156	0	2136	0	1490	0	2690	0	1611	0	1620	0	2945	0	2817	0	2358	0	2377	0	1244	0	1175	0	1646	0	2439	0	2280	0	2295	0	1274	0	1335	0	1409	0	2594	0	1429	0	2530	0	1570	0	1245	0	2000	0	2436	0	2126	0	2593	0	1853	0	2594	0	2721	0	3134	0	2364	0
"orf19.6904"	"C7_01220W_A"	"GCN3"	"Putative translation initiator; downregulated in the presence of human whole blood or polymorphonuclear (PMN) cells"	"Plate 16"	"G05"	1654	1678	2319	1940	1543	1370	955	1172	700	879	763	556	803	671	805	1248	1173	1253	1714	1784	990	739	591	493	522	395	861	406	749	545	946	670	1233	757	777	619	715	400	836	723	667	535	1460	872	515	333	1025	791	820	618	1023	909	657	671	1274	984	833	709	654	628	317	250	411	326	595	646	949	838	693	570	948	944	1054	918	1075	821	1373	971	969	621	992	677	1111	936
"orf19.6905"	"C7_01230C_A"	"YNL011C"	"Ortholog of S. cerevisiae : YNL011C, C. glabrata CBS138 : CAGL0H03619g, C. dubliniensis CD36 : Cd36_71090, C. parapsilosis CDC317 : CPAR2_300420 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_111980"	"Plate 20"	"D10"	1706	2375	1447	1815	2052	2227	532	1209	1133	1999	1248	1575	2056	2332	1458	3006	2368	3367	1384	2118	755	1015	867	1268	1436	1276	938	668	1368	1172	1590	1568	1643	1287	1593	1554	811	828	821	937	1339	1389	1126	1064	1171	1071	1107	1540	869	936	866	1098	1937	2976	1181	1504	1253	1711	1156	1807	1053	1454	1063	1197	866	1134	1177	1659	1102	1656	1411	2025	1514	1721	1104	1154	1434	1853	1286	1139	1433	1763	1733	2259
"orf19.6912"	"C7_01320W_A"	""	"Putative ethanolamine kinase"	"Plate 23"	"A06"	0	2114	0	963	0	2680	0	1278	0	1765	0	1679	0	1696	0	2099	0	2649	0	1476	0	1894	0	1222	0	893	0	819	0	956	0	1423	0	984	0	1515	0	998	0	1181	0	1322	0	1257	0	1349	0	2250	0	1652	0	1085	0	1169	0	1872	0	2037	0	1714	0	1252	0	1127	0	1803	0	1616	0	2191	0	2236	0	1277	0	1426	0	1548	0	1418	0	1463	0	2284
"orf19.6913"	"C7_01330C_A"	"GCN2"	"Translation initiation factor 2-alpha (eIF2alpha) kinase; has nonessential role in amino acid starvation response, in contrast to S. cerevisiae homolog; similar to S. cerevisiae Gcn2p"	"Plate 16"	"E05"	776	1192	1083	1542	1493	1931	398	812	638	1171	646	795	1542	1871	858	1539	845	1430	614	920	849	1381	866	1613	1113	1007	1132	666	1470	1623	1196	1284	958	846	892	1074	571	559	432	735	748	828	977	879	788	681	816	1071	1078	1247	1035	1082	549	1036	741	862	1302	1522	644	981	692	790	1000	1083	1105	1309	888	1239	850	1398	1189	1605	1280	1672	1048	1523	1230	1674	1107	1117	1019	1224	989	1370
"orf19.6915"	"C7_01340W_A"	"MRE11"	"Putative DNA double-strand break repair factor; involved in response to oxidative stress and drug resistance"	"Plate 16"	"G06"	1887	2277	1192	1184	935	906	476	855	859	1266	661	605	534	502	313	519	466	578	394	429	291	299	474	643	965	624	1125	619	1562	1129	1075	782	1268	735	1187	828	959	702	590	671	606	577	518	426	662	523	957	1088	1289	1152	668	588	694	788	752	685	939	934	673	802	944	946	609	552	717	655	530	514	546	544	972	1012	1466	1286	1378	1109	1944	2040	832	576	754	670	718	840
"orf19.6916"	"C7_01350C_A"	"ATP11"	"Ortholog(s) have unfolded protein binding activity, role in mitochondrial proton-transporting ATP synthase complex assembly and mitochondrion localization"	"Plate 24"	"G01"	133	0	271	0	789	0	204	0	69	0	90	0	379	0	237	0	407	0	333	0	265	0	203	0	420	0	576	0	258	0	379	0	347	0	331	0	539	0	308	0	336	0	143	0	93	0	235	0	366	0	404	0	182	0	402	0	205	0	227	0	394	0	249	0	220	0	340	0	135	0	235	0	399	0	278	0	411	0	317	0	295	0	426	0
"orf19.6918"	"C7_01370W_A"	""	"Protein of unknown function; Hap43-induced gene; Spider biofilm induced"	"GELCPlate 02"	"G08"	881	0	757	0	1131	0	852	0	555	0	1108	0	1572	0	794	0	1400	0	1936	0	895	0	662	0	2107	0	1895	0	1304	0	2043	0	2215	0	2123	0	771	0	759	0	896	0	1325	0	1117	0	1429	0	1253	0	1374	0	1166	0	1398	0	1578	0	1911	0	1243	0	1110	0	1665	0	1358	0	1419	0	1710	0	1662	0	1250	0	1235	0	1216	0	1682	0	1704	0
"orf19.6582"	"C7_01470C_A"	"PRE10"	"Alpha7 (C8) subunit of the 20S proteasome; multiple phosphorylated residues; transcript induced upon filamentous growth; Spider biofilm repressed"	"GELCPlate 01"	"H01"	997	2077	961	1889	677	1110	302	1106	556	1394	441	694	2	6	0	2	1	0	1	6	0	1	2	2	630	917	853	775	863	1026	1	3	3	1	0	3	842	1189	713	1582	797	1144	0	1	6	0	1	0	521	848	777	1017	763	1730	0	0	1	2	4	3	846	1494	701	1012	1307	2071	0	0	1	2	1	4	746	1532	858	1437	938	1687	0	2	0	0	0	2
"orf19.6578"	"C7_01510W_A"	""	"Predicted membrane transporter; vesicular neurotransmitter (VNT) family, major facilitator superfamily (MFS); repressed in core caspofungin response; induced in oralpharyngeal candidasis; Spider biofilm induced"	"Plate 06"	"H06"	1431	817	934	533	1832	942	531	574	1049	808	1092	590	968	543	1758	1452	1399	1004	1656	1212	968	633	1272	851	1009	390	1428	406	1463	641	1289	631	1833	682	1946	994	1181	508	1123	749	1354	707	907	406	1510	635	1393	942	1381	732	1237	611	1405	1097	1019	651	1141	684	1450	1088	849	473	1056	453	836	426	1257	689	1210	748	1246	745	1262	933	1374	762	987	652	1317	656	1654	966	1264	962
"orf19.6577"	"C7_01520W_A"	"TPO1"	"Multidrug efflux pump of the plasma membrane; MDR family member of the MFS (major facilitator superfamily) of transporters; involved in histatin 5 efflux; fungal-specific (no human/murine homolog)"	"Plate 25"	"B05"	426	264	147	65	129	72	15	8	150	114	12	9	258	112	382	294	147	138	6	4	178	104	64	29	321	103	136	37	420	154	211	87	170	64	305	118	282	111	193	92	317	121	356	131	322	114	111	57	128	53	213	87	115	92	440	266	290	160	181	89	186	96	120	45	148	59	175	98	196	110	207	120	423	144	187	82	215	95	281	77	215	94	166	106
"orf19.6570"	"C7_01560C_A"	""	"Nucleoside permease; adenosine and guanosine are substrates, whereas cytidine, adenine, guanine, uridine, uracil are not; similar to a nucleoside permease of S. pombe; possibly processed by Kex2p"	"Plate 24"	"H08"	897	1659	1132	2563	1155	1987	536	1917	725	1255	1467	1816	1564	2493	1257	3534	1276	2651	1520	2652	1320	2224	1563	2742	867	1071	851	711	1041	1212	1145	1388	1479	1372	1114	1599	739	777	527	1139	834	887	1083	1290	877	904	983	1458	774	1116	842	931	645	1446	1026	1640	1496	1964	678	1314	662	1040	678	1000	950	1448	716	1504	831	1765	1143	2066	1289	2446	720	1257	998	1674	1118	1342	1164	1837	933	1633
"orf19.6569"	"C7_01570C_A"	""	"Predicted transmembrane transporter; induced during chlamydospore formation in both C. albicans and C. dubliniensis"	"Plate 07"	"D03"	0	1197	0	1815	0	1271	0	1087	0	1269	0	857	0	1149	0	1366	0	1437	0	1818	0	1500	0	1475	0	653	0	542	0	787	0	1263	0	1109	0	1515	0	610	0	1080	0	1276	0	1268	0	743	0	1324	0	850	0	930	0	1098	0	1175	0	892	0	1326	0	1067	0	1047	0	998	0	1475	0	1125	0	1574	0	1603	0	1255	0	1215	0	1342	0	1416	0	1852
"orf19.6562"	"C7_01630W_A"	"RNH201"	"Putative ribonuclease H2 catalytic subunit; flucytosine induced; Spider biofilm repressed"	"Plate 23"	"C06"	0	865	0	584	0	1383	0	737	0	496	0	746	0	1108	0	1792	0	2284	0	1607	0	397	0	1096	0	874	0	468	0	373	0	635	0	761	0	1039	0	650	0	502	0	1083	0	531	0	860	0	1149	0	1396	0	685	0	801	0	1057	0	1057	0	1164	0	1097	0	873	0	502	0	676	0	933	0	1046	0	1343	0	777	0	1390	0	992	0	1149	0	1424
"orf19.6561"	"C7_01640W_A"	"LAT1"	"Putative dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex; sumoylation target; Spider biofilm repressed"	"Plate 17"	"D01"	1269	1490	1809	1590	1832	1644	621	849	402	548	1163	1144	51	84	48	73	33	27	75	85	75	101	24	23	993	714	1130	594	953	660	163	104	84	63	104	99	908	567	841	810	995	860	212	181	291	204	475	394	1003	975	1457	1203	1273	1278	146	107	121	139	239	249	1109	986	1339	1080	766	775	192	209	355	369	124	183	1592	1550	1236	1168	1351	1278	201	146	193	138	143	190
"orf19.6558"	"C7_01660C_A"	"NEL1"	"Ortholog(s) have GTPase activator activity and cytosol localization"	"Plate 17"	"C12"	1053	0	1432	0	752	0	432	0	519	0	511	0	1195	0	1436	0	1633	0	712	0	1048	0	976	0	791	0	599	0	1028	0	1473	0	1597	0	1417	0	788	0	478	0	514	0	1165	0	789	0	882	0	792	0	1140	0	522	0	1141	0	1107	0	804	0	594	0	584	0	862	0	737	0	668	0	1073	0	1119	0	1178	0	1177	0	1264	0	1285	0	1248	0
"orf19.6548"	"C7_01760C_A"	"ISU1"	"Protein with similarity to NifU; possible role in iron-sulfur cluster biogenesis; induced in low iron; rat catheter biofilm induced; rat catheter and Spider biofilm induced"	"GELCPlate 01"	"H02"	352	270	738	503	980	713	433	535	704	950	797	667	19	5	6	12	13	8	31	22	74	40	20	23	723	455	539	255	445	362	220	117	137	80	268	231	638	469	398	368	661	550	219	143	243	145	304	239	346	241	616	585	394	468	109	136	155	149	283	271	628	582	764	589	820	731	205	201	158	171	209	276	1072	1009	827	783	1122	931	48	27	56	43	34	37
"orf19.6538"	"C7_01820C_A"	"VMA11"	"Predicted ortholog of S. cerevisiae Tfp3/Vma11; c' subunit of the V0 subcomplex of the vacuolar ATPase; required for hemoglobin-iron utilization; Spider biofilm repressed"	"Plate 08"	"G06"	744	1064	884	996	1324	1507	546	1087	760	1279	962	903	89	104	41	57	64	103	66	93	101	113	60	71	1601	1182	1187	710	888	624	221	171	214	165	187	182	658	610	876	1136	989	763	83	74	58	55	115	152	961	919	1134	1151	911	1582	112	141	101	91	109	146	757	944	899	743	1015	1219	128	143	99	99	144	177	1485	1740	1112	1277	1659	1799	194	139	177	231	152	295
"orf19.6537"	"C7_01830W_A"	"NSL1"	"Ortholog(s) have role in chromosome segregation and nuclear MIS12/MIND complex, spindle pole localization"	"Plate 06"	"D07"	458	501	2132	1764	1161	1109	588	925	1383	1645	665	578	3	1	0	0	1	0	2	0	0	0	8	2	1462	1064	689	385	1228	906	1	4	1	0	0	1	645	445	911	943	1069	871	2	1	0	1	0	2	1198	1101	1086	901	1736	1866	2	2	0	0	2	5	948	869	1973	1583	1133	1147	0	2	0	2	4	0	1314	1388	976	1043	941	1152	1	1	0	0	1	1
"orf19.6533"	"C7_01870W_A"	"MSK1"	"Putative mitochondrial lysine-tRNA synthetase; flucytosine repressed"	"Plate 17"	"D05"	1192	1634	1119	1357	773	1072	513	888	630	1035	930	1081	282	360	168	297	230	332	323	487	182	261	331	551	877	836	777	563	699	600	507	511	457	375	366	401	693	617	583	867	613	601	570	493	474	434	247	260	945	1036	473	490	405	742	390	437	324	425	274	435	449	562	728	714	619	738	322	435	258	402	416	506	983	1273	1564	1965	1852	2172	386	415	452	419	457	553
"orf19.6531"	"C7_01900W_A"	""	"Putative NADH-ubiquinone oxidoreductase; identified in detergent-resistant membrane fraction (possible lipid raft component); alkaline repressed; Hap43-repressed; Spider biofilm repressed"	"Plate 23"	"A08"	303	2144	421	2013	409	1728	194	1563	336	1754	269	1155	134	919	137	1363	97	974	173	1006	100	702	91	793	334	1324	358	838	326	1150	334	1490	366	1261	392	1488	343	1307	285	1567	360	1405	476	1429	342	994	347	1350	492	1687	482	1564	236	1939	408	1494	379	1519	312	1926	280	1693	496	1924	395	1936	390	1606	299	1769	557	2036	301	2151	307	1324	610	2618	356	1239	506	1676	300	1425
"orf19.6522"	"C7_01990C_A"	""	"Putative allantoate permease; Gcn4-regulated; Spider biofilm induced"	"Plate 18"	"C06"	729	1766	1191	2523	1623	3620	546	1553	727	2087	695	1311	1321	2726	981	3322	1126	3169	1037	2413	546	1125	546	1636	535	882	782	790	778	1134	1227	1785	1174	1488	864	1376	491	659	605	1476	513	936	504	839	809	1091	1296	2568	652	1098	417	699	484	1342	749	1423	1012	1905	563	1288	748	1259	823	1340	503	1047	888	1636	492	1046	873	1741	1013	1837	763	1413	853	1784	1308	1740	1308	2306	914	1760
