ID	Name	Genes	Length
4760	GO:1901701 cellular response to oxygen-containing compound	orf19.971;orf19.7417;orf19.3256;orf19.6099;orf19.4722;orf19.418;orf19.1822;orf19.399;orf19.968;orf19.5219;orf19.1035;orf19.2972;orf19.5148;orf19.6926;orf19.3944;orf19.7611;orf19.2538;orf19.7516;orf19.6640;orf19.1944;orf19.794;orf19.6121;orf19.7523;orf19.2473;orf19.1760;orf19.2062;orf19.6913;orf19.2146;orf19.896;orf19.6109;orf19.6447;orf19.1621;orf19.6214;orf19.7150;orf19.5181;orf19.6229;orf19.2060;orf19.5031;orf19.3142;orf19.2157;orf19.6102;orf19.6440;orf19.3845;orf19.518;orf19.2315;orf19.4147;orf19.173;orf19.5742;orf19.1721;orf19.779;orf19.238;orf19.1358;orf19.7479;orf19.2119;orf19.610	55
4765	GO:1901799 negative regulation of proteasomal protein catabolic process	orf19.5675;orf19.3856;orf19.6063;orf19.2544;orf19.4824	5
4766	GO:1901800 positive regulation of proteasomal protein catabolic process	orf19.5954;orf19.3628;orf19.2084;orf19.5942;orf19.122;orf19.2290;orf19.1802	7
4773	GO:1901879 regulation of protein depolymerization	orf19.6536;orf19.3235;orf19.6621;orf19.505;orf19.4395;orf19.4927;orf19.2699;orf19.7537;orf19.2228;orf19.4597;orf19.1747;orf19.676;orf19.6414.3;orf19.5076	14
4774	GO:1901880 negative regulation of protein depolymerization	orf19.6536;orf19.3235;orf19.6621;orf19.4395;orf19.4927;orf19.2699;orf19.7537;orf19.4597;orf19.1747;orf19.676;orf19.6414.3	11
4775	GO:1901881 positive regulation of protein depolymerization	orf19.3235;orf19.505;orf19.4927;orf19.2228;orf19.4597	5
4776	GO:1901891 regulation of cell septum assembly	orf19.7247;orf19.6010;orf19.1185;orf19.5528;orf19.4192;orf19.7523;orf19.6810;orf19.5325;orf19.3174;orf19.5827;orf19.3856;orf19.1468;orf19.6124;orf19.390;orf19.2843;orf19.5664;orf19.20;orf19.1223;orf19.3001;orf19.3014;orf19.3545;orf19.6033	22
4777	GO:1901892 negative regulation of cell septum assembly	orf19.1185;orf19.6810;orf19.5325;orf19.5827;orf19.3856;orf19.1468;orf19.20	7
4778	GO:1901893 positive regulation of cell septum assembly	orf19.7247;orf19.6010;orf19.5528;orf19.4192;orf19.7523;orf19.3856;orf19.5664;orf19.3001;orf19.3014;orf19.3545;orf19.6033	11
4779	GO:1901900 regulation of protein localization to cell division site	orf19.6010;orf19.4349;orf19.4645;orf19.6285;orf19.663	5
4792	GO:1901970 positive regulation of mitotic sister chromatid separation	orf19.820;orf19.6010;orf19.7286;orf19.7571;orf19.2084;orf19.3474;orf19.122;orf19.3856;orf19.6285;orf19.1792;orf19.6437	11
4793	GO:1901976 regulation of cell cycle checkpoint	orf19.2740;orf19.6907;orf19.2084;orf19.3474;orf19.1445;orf19.4019;orf19.1468;orf19.6285;orf19.4378;orf19.6357;orf19.3685	11
4794	GO:1901977 negative regulation of cell cycle checkpoint	orf19.2084;orf19.4019;orf19.6285;orf19.4378;orf19.3685	5
4796	GO:1901983 regulation of protein acetylation	orf19.1755;orf19.878;orf19.6625;orf19.670;orf19.3715;orf19.705;orf19.3185;orf19.3035;orf19.2331;orf19.7136;orf19.1734;orf19.6719;orf19.6009;orf19.7074	14
4798	GO:1901985 positive regulation of protein acetylation	orf19.1755;orf19.6625;orf19.3715;orf19.705;orf19.3185;orf19.2331;orf19.6719;orf19.6009	8
4799	GO:1901987 regulation of cell cycle phase transition	orf19.4206;orf19.7417;orf19.5166;orf19.2873;orf19.5954;orf19.900;orf19.926;orf19.2740;orf19.2326;orf19.6789;orf19.6907;orf19.820;orf19.6010;orf19.2641;orf19.7286;orf19.7571;orf19.643;orf19.4002;orf19.1185;orf19.1754;orf19.4427;orf19.6926;orf19.5441;orf19.2655;orf19.3823;orf19.4536;orf19.7044;orf19.6906;orf19.3471;orf19.5528;orf19.4216;orf19.4192;orf19.6573;orf19.7053;orf19.5493;orf19.2084;orf19.5042;orf19.3160;orf19.6494;orf19.6915;orf19.3306;orf19.3474;orf19.3071;orf19.4105;orf19.4400;orf19.6028;orf19.7402;orf19.366;orf19.1648;orf19.6913;orf19.1445;orf19.4019;orf19.5701;orf19.122;orf19.1960;orf19.5335;orf19.658;orf19.5011;orf19.6080;orf19.4275;orf19.2534;orf19.5343;orf19.285;orf19.976;orf19.2678;orf19.2320;orf19.2290;orf19.3476;orf19.6851;orf19.6810;orf19.1434;orf19.5485;orf19.5325;orf19.7227;orf19.1282;orf19.1446;orf19.3174;orf19.3000;orf19.6092;orf19.4308;orf19.5242;orf19.5827;orf19.3561;orf19.4557;orf19.3856;orf19.1468;orf19.6285;orf19.663;orf19.4890;orf19.1507;orf19.4969;orf19.390;orf19.3356;orf19.6645;orf19.2002;orf19.2268;orf19.1874;orf19.666;orf19.6936;orf19.2389;orf19.3806;orf19.5101;orf19.7195;orf19.2251;orf19.20;orf19.2365;orf19.4378;orf19.2238;orf19.5580;orf19.7035;orf19.1030;orf19.7433;orf19.1040;orf19.245;orf19.3550;orf19.4867;orf19.1223;orf19.895;orf19.3001;orf19.7381;orf19.4242;orf19.7511;orf19.3014;orf19.676;orf19.3697;orf19.6357;orf19.5953;orf19.940;orf19.3545;orf19.2728;orf19.5085;orf19.6846;orf19.3685;orf19.5184;orf19.1792;orf19.1683;orf19.7293;orf19.6437;orf19.1283;orf19.6648;orf19.4808;orf19.6213;orf19.4136;orf19.5041;orf19.843	145
4800	GO:1901988 negative regulation of cell cycle phase transition	orf19.4206;orf19.7417;orf19.5166;orf19.2873;orf19.5954;orf19.926;orf19.2326;orf19.820;orf19.2641;orf19.643;orf19.4002;orf19.1185;orf19.1754;orf19.5441;orf19.2655;orf19.4216;orf19.4192;orf19.6573;orf19.7053;orf19.2084;orf19.3160;orf19.6915;orf19.3306;orf19.3474;orf19.4105;orf19.7402;orf19.366;orf19.1648;orf19.6913;orf19.5701;orf19.122;orf19.5335;orf19.658;orf19.5011;orf19.6080;orf19.4275;orf19.2534;orf19.5343;orf19.976;orf19.2678;orf19.2290;orf19.3476;orf19.6851;orf19.6810;orf19.1434;orf19.5485;orf19.7227;orf19.3000;orf19.6092;orf19.4308;orf19.5242;orf19.5827;orf19.3561;orf19.4557;orf19.1468;orf19.6285;orf19.663;orf19.1507;orf19.6645;orf19.2268;orf19.1874;orf19.666;orf19.6936;orf19.2389;orf19.5101;orf19.7195;orf19.20;orf19.2365;orf19.5580;orf19.7035;orf19.1030;orf19.1040;orf19.245;orf19.3550;orf19.4867;orf19.1223;orf19.895;orf19.3001;orf19.7381;orf19.3014;orf19.676;orf19.3697;orf19.6357;orf19.5953;orf19.940;orf19.2728;orf19.1683;orf19.7293;orf19.1283;orf19.6213;orf19.4136	91
4801	GO:1901989 positive regulation of cell cycle phase transition	orf19.6789;orf19.820;orf19.6010;orf19.7286;orf19.7571;orf19.6926;orf19.3823;orf19.4536;orf19.7044;orf19.4192;orf19.2084;orf19.6494;orf19.3474;orf19.3071;orf19.6028;orf19.4019;orf19.122;orf19.1960;orf19.285;orf19.2290;orf19.5325;orf19.3856;orf19.1468;orf19.6285;orf19.663;orf19.4969;orf19.3356;orf19.3806;orf19.5101;orf19.4378;orf19.2238;orf19.895;orf19.3001;orf19.6846;orf19.3685;orf19.1792;orf19.6437;orf19.6648;orf19.843	39
4802	GO:1901990 regulation of mitotic cell cycle phase transition	orf19.4206;orf19.5166;orf19.900;orf19.926;orf19.6789;orf19.820;orf19.6010;orf19.2641;orf19.7286;orf19.7571;orf19.643;orf19.1185;orf19.1754;orf19.4427;orf19.6926;orf19.5441;orf19.2655;orf19.3823;orf19.4536;orf19.7044;orf19.6906;orf19.3471;orf19.5528;orf19.4216;orf19.4192;orf19.7053;orf19.2084;orf19.5042;orf19.3160;orf19.6494;orf19.3474;orf19.4400;orf19.6028;orf19.6913;orf19.5701;orf19.122;orf19.1960;orf19.5335;orf19.5011;orf19.6080;orf19.4275;orf19.5343;orf19.285;orf19.976;orf19.2678;orf19.2320;orf19.2290;orf19.3476;orf19.6851;orf19.6810;orf19.1434;orf19.5485;orf19.5325;orf19.7227;orf19.1282;orf19.1446;orf19.3174;orf19.3000;orf19.6092;orf19.5242;orf19.5827;orf19.3561;orf19.4557;orf19.3856;orf19.1468;orf19.6285;orf19.663;orf19.4890;orf19.1507;orf19.4969;orf19.390;orf19.3356;orf19.6645;orf19.2002;orf19.2268;orf19.6936;orf19.2389;orf19.3806;orf19.5101;orf19.7195;orf19.2251;orf19.20;orf19.2365;orf19.2238;orf19.7035;orf19.7433;orf19.1040;orf19.245;orf19.3550;orf19.1223;orf19.895;orf19.3001;orf19.7381;orf19.4242;orf19.7511;orf19.3014;orf19.676;orf19.6357;orf19.5953;orf19.940;orf19.3545;orf19.2728;orf19.5085;orf19.6846;orf19.5184;orf19.1792;orf19.1683;orf19.7293;orf19.6437;orf19.1283;orf19.6648;orf19.4808;orf19.6213;orf19.5041;orf19.843	115
4803	GO:1901991 negative regulation of mitotic cell cycle phase transition	orf19.4206;orf19.5166;orf19.926;orf19.2641;orf19.643;orf19.1185;orf19.1754;orf19.5441;orf19.2655;orf19.4216;orf19.4192;orf19.7053;orf19.2084;orf19.3160;orf19.3474;orf19.6913;orf19.5701;orf19.122;orf19.5335;orf19.5011;orf19.6080;orf19.4275;orf19.5343;orf19.976;orf19.2678;orf19.2290;orf19.3476;orf19.6851;orf19.6810;orf19.1434;orf19.5485;orf19.7227;orf19.3000;orf19.6092;orf19.5242;orf19.5827;orf19.3561;orf19.4557;orf19.1468;orf19.6285;orf19.1507;orf19.6645;orf19.2268;orf19.6936;orf19.2389;orf19.7195;orf19.20;orf19.2365;orf19.7035;orf19.1040;orf19.245;orf19.3550;orf19.1223;orf19.895;orf19.3001;orf19.7381;orf19.3014;orf19.676;orf19.6357;orf19.5953;orf19.940;orf19.2728;orf19.1683;orf19.7293;orf19.1283;orf19.6213	66
4804	GO:1901992 positive regulation of mitotic cell cycle phase transition	orf19.6789;orf19.820;orf19.6010;orf19.7286;orf19.7571;orf19.6926;orf19.3823;orf19.4536;orf19.7044;orf19.4192;orf19.2084;orf19.6494;orf19.3474;orf19.6028;orf19.122;orf19.1960;orf19.285;orf19.2290;orf19.5325;orf19.3856;orf19.1468;orf19.6285;orf19.663;orf19.4969;orf19.3356;orf19.3806;orf19.5101;orf19.2238;orf19.895;orf19.3001;orf19.6846;orf19.1792;orf19.6437;orf19.6648;orf19.843	35
4808	GO:1902022 L-lysine transport	orf19.1210;orf19.4304;orf19.6993;orf19.1142;orf19.1308	5
4813	GO:1902099 regulation of metaphase/anaphase transition of cell cycle	orf19.820;orf19.6010;orf19.7286;orf19.7571;orf19.643;orf19.1185;orf19.5441;orf19.2655;orf19.3471;orf19.7053;orf19.2084;orf19.3474;orf19.4400;orf19.5701;orf19.122;orf19.2678;orf19.3476;orf19.6851;orf19.6810;orf19.7227;orf19.5827;orf19.4557;orf19.3856;orf19.1468;orf19.6285;orf19.1040;orf19.3550;orf19.6357;orf19.1792;orf19.7293;orf19.6437	31
4814	GO:1902100 negative regulation of metaphase/anaphase transition of cell cycle	orf19.643;orf19.1185;orf19.5441;orf19.2655;orf19.7053;orf19.3474;orf19.5701;orf19.122;orf19.2678;orf19.3476;orf19.6851;orf19.6810;orf19.7227;orf19.5827;orf19.4557;orf19.6285;orf19.1040;orf19.3550;orf19.6357;orf19.7293	20
4815	GO:1902101 positive regulation of metaphase/anaphase transition of cell cycle	orf19.820;orf19.6010;orf19.7286;orf19.7571;orf19.2084;orf19.122;orf19.3856;orf19.6285;orf19.1792;orf19.6437	10
4819	GO:1902115 regulation of organelle assembly	orf19.7186;orf19.1084;orf19.4192;orf19.2277;orf19.6197;orf19.6444;orf19.3474;orf19.980;orf19.4401;orf19.4614;orf19.3476;orf19.5224;orf19.2601;orf19.3199;orf19.2014;orf19.3856;orf19.1468;orf19.20;orf19.328;orf19.2949;orf19.4796;orf19.5184;orf19.1683;orf19.2982;orf19.5901	25
4821	GO:1902117 positive regulation of organelle assembly	orf19.4192;orf19.4401;orf19.4614;orf19.5224;orf19.2601;orf19.3199;orf19.1468;orf19.20;orf19.4796;orf19.1683;orf19.2982;orf19.5901	12
4823	GO:1902221 erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	orf19.1170;orf19.1847;orf19.234;orf19.2098;orf19.1237;orf19.2877	6
4830	GO:1902275 regulation of chromatin organization	orf19.2402;orf19.6011;orf19.5416;orf19.6667;orf19.808;orf19.978;orf19.7402;orf19.6801;orf19.3035;orf19.1759;orf19.5617;orf19.1856;orf19.4437;orf19.4615;orf19.4664;orf19.2365;orf19.5389;orf19.5196;orf19.6009;orf19.5651	20
4833	GO:1902292 cell cycle DNA replication initiation	orf19.5873;orf19.3761;orf19.7564;orf19.3561;orf19.2369;orf19.4354;orf19.1476;orf19.2365;orf19.6910;orf19.1901;orf19.7065	11
4835	GO:1902296 DNA strand elongation involved in cell cycle DNA replication	orf19.4616;orf19.6133;orf19.5182;orf19.2365;orf19.6910	5
4836	GO:1902298 cell cycle DNA replication maintenance of fidelity	orf19.6670;orf19.3752;orf19.4208;orf19.1648;orf19.5675	5
4837	GO:1902299 pre-replicative complex assembly involved in cell cycle DNA replication	orf19.3761;orf19.7197;orf19.475;orf19.5358;orf19.5487;orf19.3289;orf19.6942;orf19.6862;orf19.3000;orf19.5242;orf19.2369;orf19.4221;orf19.2611;orf19.4354;orf19.202;orf19.29;orf19.3014;orf19.1901;orf19.6234	19
4838	GO:1902315 nuclear cell cycle DNA replication initiation	orf19.5873;orf19.3761;orf19.7564;orf19.3561;orf19.2369;orf19.4354;orf19.1476;orf19.2365;orf19.6910;orf19.1901;orf19.7065	11
4840	GO:1902319 DNA strand elongation involved in nuclear cell cycle DNA replication	orf19.4616;orf19.6133;orf19.5182;orf19.2365;orf19.6910	5
4845	GO:1902369 negative regulation of RNA catabolic process	orf19.3333;orf19.5627;orf19.2387;orf19.285;orf19.3037	5
4846	GO:1902373 negative regulation of mRNA catabolic process	orf19.3333;orf19.5627;orf19.2387;orf19.285;orf19.3037	5
4852	GO:1902404 mitotic actomyosin contractile ring contraction	orf19.3235;orf19.6240;orf19.5007;orf19.4597;orf19.6414.3;orf19.6294	6
4854	GO:1902406 mitotic actomyosin contractile ring maintenance	orf19.5188;orf19.4192;orf19.4927;orf19.5664;orf19.6294	5
4855	GO:1902407 assembly of actomyosin apparatus involved in mitotic cytokinesis	orf19.6536;orf19.3013;orf19.953.1;orf19.3235;orf19.3680;orf19.4927;orf19.7537;orf19.5007;orf19.7124;orf19.5664;orf19.2416.1;orf19.4597;orf19.6414.3;orf19.1220;orf19.6294;orf19.5076	16
4857	GO:1902410 mitotic cytokinetic process	orf19.6536;orf19.3013;orf19.953.1;orf19.2929;orf19.3235;orf19.7510;orf19.5188;orf19.4192;orf19.6240;orf19.3680;orf19.4927;orf19.1238;orf19.2642;orf19.7537;orf19.5007;orf19.7124;orf19.5664;orf19.7489;orf19.2832;orf19.2416.1;orf19.2443;orf19.4597;orf19.6414.3;orf19.1220;orf19.6294;orf19.5076;orf19.210	27
4858	GO:1902412 regulation of mitotic cytokinesis	orf19.6536;orf19.6010;orf19.906;orf19.5528;orf19.4192;orf19.1426;orf19.2084;orf19.3474;orf19.7523;orf19.1619;orf19.6842;orf19.3856;orf19.6285;orf19.2843;orf19.5664;orf19.6821;orf19.1223;orf19.3001;orf19.4242;orf19.3545;orf19.6033	21
4869	GO:1902475 L-alpha-amino acid transmembrane transport	orf19.1210;orf19.4447;orf19.4304;orf19.6993;orf19.4966;orf19.5926;orf19.1142;orf19.2942;orf19.1308;orf19.1804	10
4870	GO:1902498 regulation of protein autoubiquitination	orf19.3342;orf19.2655;orf19.1191;orf19.7367;orf19.1040	5
4873	GO:1902531 regulation of intracellular signal transduction	orf19.3617;orf19.4775;orf19.6536;orf19.3501;orf19.2740;orf19.5627;orf19.6907;orf19.2886;orf19.6010;orf19.316;orf19.399;orf19.5219;orf19.7079;orf19.906;orf19.1185;orf19.5377;orf19.7036;orf19.1754;orf19.6926;orf19.1490;orf19.764;orf19.5542;orf19.3699;orf19.2186;orf19.5528;orf19.4192;orf19.6573;orf19.5459;orf19.1567;orf19.5241;orf19.2084;orf19.6444;orf19.4577;orf19.3474;orf19.7523;orf19.5755;orf19.1364;orf19.1863;orf19.6913;orf19.1445;orf19.4019;orf19.896;orf19.6508;orf19.5383;orf19.6705;orf19.2290;orf19.132;orf19.2406;orf19.5897;orf19.2127;orf19.6810;orf19.6842;orf19.5325;orf19.5714;orf19.3174;orf19.5031;orf19.3142;orf19.863;orf19.2014;orf19.5827;orf19.3856;orf19.4866;orf19.1468;orf19.6285;orf19.4890;orf19.1712;orf19.6889;orf19.5531;orf19.5328;orf19.2843;orf19.2771;orf19.7489;orf19.5406;orf19.4785;orf19.6968;orf19.7629;orf19.20;orf19.2443;orf19.4378;orf19.2238;orf19.1842;orf19.328;orf19.1734;orf19.3708;orf19.6588;orf19.4242;orf19.7610;orf19.3014;orf19.6357;orf19.2614;orf19.2949;orf19.871;orf19.940;orf19.6846;orf19.3685;orf19.7115;orf19.4824;orf19.2560;orf19.6001;orf19.1936;orf19.1974;orf19.5947;orf19.3241	103
4874	GO:1902532 negative regulation of intracellular signal transduction	orf19.4775;orf19.5627;orf19.2886;orf19.399;orf19.5219;orf19.906;orf19.1185;orf19.7036;orf19.1754;orf19.764;orf19.6573;orf19.5459;orf19.2084;orf19.6444;orf19.4577;orf19.5755;orf19.1364;orf19.6913;orf19.4019;orf19.2406;orf19.2127;orf19.6810;orf19.5325;orf19.2014;orf19.5827;orf19.4866;orf19.1468;orf19.6285;orf19.5328;orf19.2771;orf19.7489;orf19.5406;orf19.4785;orf19.6968;orf19.20;orf19.2443;orf19.4378;orf19.328;orf19.6588;orf19.7610;orf19.2949;orf19.6846;orf19.3685;orf19.7115;orf19.1936	45
4875	GO:1902533 positive regulation of intracellular signal transduction	orf19.3617;orf19.6010;orf19.316;orf19.5377;orf19.1490;orf19.2186;orf19.5528;orf19.4192;orf19.1567;orf19.5241;orf19.4577;orf19.3474;orf19.7523;orf19.896;orf19.6508;orf19.5383;orf19.2290;orf19.132;orf19.2406;orf19.5897;orf19.5031;orf19.3856;orf19.6889;orf19.5531;orf19.2843;orf19.7629;orf19.4242;orf19.3014;orf19.6357;orf19.2614;orf19.871;orf19.3241	32
4887	GO:1902600 proton transmembrane transport	orf19.7670;orf19.6538;orf19.6794;orf19.2598;orf19.5383;orf19.1680;orf19.4954;orf19.2343.1;orf19.1190;orf19.6863;orf19.2553;orf19.1866;orf19.3219;orf19.806;orf19.1676;orf19.2166;orf19.645.1;orf19.3321;orf19.6634;orf19.5886	20
4890	GO:1902626 assembly of large subunit precursor of preribosome	orf19.4191;orf19.3553;orf19.6298;orf19.3478;orf19.5991;orf19.1815;orf19.501;orf19.7384	8
4891	GO:1902652 secondary alcohol metabolic process	orf19.5535;orf19.3240;orf19.3642;orf19.1478;orf19.3228;orf19.2444;orf19.2758;orf19.6720;orf19.1203.1;orf19.3873;orf19.3682;orf19.922;orf19.6034;orf19.6787;orf19.953.1;orf19.4823;orf19.1946;orf19.6026;orf19.3462;orf19.5188;orf19.6988;orf19.7404;orf19.2649;orf19.1996;orf19.1031;orf19.1978;orf19.1427;orf19.6937;orf19.4579;orf19.5941;orf19.3010.1;orf19.6321;orf19.5576;orf19.489;orf19.1616;orf19.3166;orf19.6176;orf19.5611;orf19.1212;orf19.3732;orf19.6242;orf19.406;orf19.6656;orf19.508;orf19.118;orf19.3752;orf19.1659;orf19.30;orf19.3616;orf19.5498;orf19.5612;orf19.1042;orf19.3507;orf19.4747;orf19.1801;orf19.6472;orf19.301;orf19.71;orf19.5791;orf19.1160;orf19.1746;orf19.2016;orf19.1570;orf19.6240;orf19.1591;orf19.4334;orf19.516;orf19.3656;orf19.1598;orf19.122;orf19.1155;orf19.7549;orf19.395;orf19.3825;orf19.3249;orf19.6327;orf19.7563;orf19.2551;orf19.4809;orf19.656;orf19.6812;orf19.3051;orf19.4491;orf19.5801;orf19.2756;orf19.2343.1;orf19.1665;orf19.1010;orf19.542;orf19.4826;orf19.7459;orf19.1631;orf19.5689;orf19.3802;orf19.1865;orf19.586;orf19.5211;orf19.6220.3;orf19.5073;orf19.2990;orf19.767;orf19.5242;orf19.5007;orf19.2803;orf19.7643;orf19.391;orf19.3590;orf19.7049;orf19.1254;orf19.3996;orf19.1691;orf19.3575;orf19.4109;orf19.3008;orf19.759;orf19.2248;orf19.6180;orf19.6217;orf19.2298;orf19.5674;orf19.7017;orf19.7586;orf19.3293;orf19.3058;orf19.4910;orf19.3893;orf19.4316;orf19.3225;orf19.3695;orf19.3799;orf19.5352;orf19.1357;orf19.2187;orf19.4118;orf19.3417;orf19.4845;orf19.4732;orf19.3804;orf19.7312;orf19.2163;orf19.2672;orf19.3394;orf19.4581;orf19.6209;orf19.1989;orf19.7330;orf19.4631;orf19.3014;orf19.3554;orf19.5178;orf19.2023;orf19.4048;orf19.3733;orf19.260;orf19.2909;orf19.5379;orf19.3207;orf19.3459;orf19.941;orf19.4381;orf19.4064;orf19.4865;orf19.4606;orf19.5443;orf19.2877;orf19.4824;orf19.6001;orf19.5244;orf19.2168.3	169
4892	GO:1902653 secondary alcohol biosynthetic process	orf19.5535;orf19.3240;orf19.3642;orf19.1478;orf19.3228;orf19.2444;orf19.2758;orf19.6720;orf19.1203.1;orf19.3873;orf19.3682;orf19.922;orf19.6034;orf19.6787;orf19.953.1;orf19.4823;orf19.1946;orf19.6026;orf19.3462;orf19.5188;orf19.6988;orf19.7404;orf19.2649;orf19.1996;orf19.1031;orf19.1978;orf19.1427;orf19.6937;orf19.4579;orf19.5941;orf19.3010.1;orf19.6321;orf19.489;orf19.1616;orf19.3166;orf19.6176;orf19.1212;orf19.3732;orf19.6242;orf19.406;orf19.6656;orf19.508;orf19.118;orf19.3752;orf19.1659;orf19.30;orf19.3616;orf19.5498;orf19.5612;orf19.1042;orf19.3507;orf19.4747;orf19.1801;orf19.6472;orf19.301;orf19.71;orf19.1160;orf19.1746;orf19.2016;orf19.1570;orf19.6240;orf19.1591;orf19.4334;orf19.516;orf19.3656;orf19.1598;orf19.122;orf19.1155;orf19.7549;orf19.395;orf19.3825;orf19.3249;orf19.6327;orf19.7563;orf19.2551;orf19.4809;orf19.656;orf19.6812;orf19.3051;orf19.4491;orf19.5801;orf19.2756;orf19.2343.1;orf19.1665;orf19.1010;orf19.542;orf19.7459;orf19.1631;orf19.5689;orf19.3802;orf19.1865;orf19.586;orf19.6220.3;orf19.5073;orf19.2990;orf19.767;orf19.5242;orf19.5007;orf19.2803;orf19.7643;orf19.391;orf19.3590;orf19.7049;orf19.1254;orf19.3996;orf19.1691;orf19.3575;orf19.4109;orf19.3008;orf19.759;orf19.6180;orf19.6217;orf19.2298;orf19.5674;orf19.7017;orf19.7586;orf19.3293;orf19.3058;orf19.4910;orf19.3893;orf19.4316;orf19.3225;orf19.3695;orf19.3799;orf19.5352;orf19.1357;orf19.2187;orf19.4118;orf19.3417;orf19.4845;orf19.4732;orf19.3804;orf19.7312;orf19.2163;orf19.2672;orf19.3394;orf19.4581;orf19.6209;orf19.1989;orf19.7330;orf19.4631;orf19.3014;orf19.3554;orf19.5178;orf19.2023;orf19.4048;orf19.260;orf19.2909;orf19.5379;orf19.3207;orf19.3459;orf19.941;orf19.4381;orf19.4064;orf19.4865;orf19.4606;orf19.5443;orf19.2877;orf19.4824;orf19.6001;orf19.5244;orf19.2168.3	162
4894	GO:1902659 regulation of glucose mediated signaling pathway	orf19.829;orf19.4235;orf19.6906;orf19.4378;orf19.3685	5
4895	GO:1902660 negative regulation of glucose mediated signaling pathway	orf19.829;orf19.4235;orf19.6906;orf19.4378;orf19.3685	5
4896	GO:1902679 negative regulation of RNA biosynthetic process	orf19.7247;orf19.1755;orf19.1343;orf19.1059;orf19.6798;orf19.4545;orf19.3865;orf19.4801;orf19.2743;orf19.7397;orf19.139;orf19.4411;orf19.2095;orf19.4297;orf19.1032;orf19.3612;orf19.6506;orf19.2747;orf19.6011;orf19.2711.1;orf19.719;orf19.7047;orf19.4342;orf19.2361;orf19.454;orf19.5148;orf19.7652;orf19.1754;orf19.1377;orf19.736;orf19.5416;orf19.3568;orf19.2823;orf19.6667;orf19.7355;orf19.4681;orf19.808;orf19.5285;orf19.5825;orf19.232;orf19.4295;orf19.2026;orf19.2736;orf19.2423;orf19.3949;orf19.2277;orf19.3552;orf19.5498;orf19.4278;orf19.4348;orf19.4627;orf19.4166;orf19.2842;orf19.1494;orf19.5268;orf19.794;orf19.2473;orf19.5755;orf19.2745;orf19.1451;orf19.1543;orf19.4318;orf19.6296;orf19.6801;orf19.4497;orf19.2173;orf19.2876;orf19.6109;orf19.2545;orf19.6722;orf19.1621;orf19.5343;orf19.4145;orf19.7150;orf19.2236;orf19.1934;orf19.2320;orf19.3291;orf19.3942;orf19.539;orf19.1759;orf19.6909;orf19.681;orf19.3319;orf19.1177;orf19.3669;orf19.7344;orf19.3912;orf19.2087;orf19.1856;orf19.5210;orf19.5326;orf19.3561;orf19.3856;orf19.6285;orf19.391;orf19.6124;orf19.793;orf19.3947;orf19.6291;orf19.4890;orf19.1453;orf19.1773;orf19.7489.3;orf19.7401;orf19.4590;orf19.5408;orf19.1150;orf19.5105;orf19.4615;orf19.5286;orf19.239;orf19.2660;orf19.6952;orf19.4438;orf19.4869;orf19.7017;orf19.7025;orf19.6726;orf19.4502;orf19.795;orf19.1802;orf19.4979;orf19.7136;orf19.1069;orf19.5389;orf19.2287;orf19.4312;orf19.5849;orf19.6925;orf19.1757;orf19.3421.1;orf19.5196;orf19.3613;orf19.7329;orf19.6734;orf19.4670;orf19.2241;orf19.2099;orf19.1275;orf19.4242;orf19.6719;orf19.2005;orf19.6009;orf19.7548;orf19.7492;orf19.4225;orf19.1854;orf19.2432;orf19.5651;orf19.5940;orf19.3201;orf19.6846;orf19.1051;orf19.1358;orf19.7238;orf19.2606;orf19.5541;orf19.610;orf19.10708	160
